seed,scenario,divergence_gens,n_near_tags,n_far_tags,r2_near_pop0,r2_near_pop1,ratio_near,r2_far_pop0,r2_far_pop1,ratio_far,r2_far_pop1_het_neutral,ratio_far_het_neutral,r2_far_pop1_ld_destroy,ratio_far_ld_destroy,delta_ratio_near_minus_far,delta_ratio_het_intervention,delta_ratio_ld_destroy,r2_null_pop0,r2_null_pop1,mean_abs_maf_diff_near,mean_abs_maf_diff_far,delta_hetero_far_pop1_minus_pop0,beta_corr_far_pop0_vs_pop1
1,bottleneck,0,378,378,0.6194115069105304,0.6097755229206271,0.9844433242159721,0.4892209135701065,0.4599881200777997,0.9402462309328122,0.45822586180097935,0.9366440581148919,0.0016570905546261477,0.003387203017412874,0.044197093283159905,-0.0036021728179203016,-0.9368590279153993,0.0025159772212576207,0.0008189758720849416,0.0059408068783068785,0.006985504850088184,-0.00043767022385735044,0.866480687859796
2,bottleneck,0,374,374,0.5263232281185389,0.5549148350040675,1.0543232853084135,0.4107666425851111,0.4561719795932802,1.1105380337663644,0.45384623930802787,1.104876083539307,0.0025448012624800635,0.006195248101122961,-0.056214748457950936,-0.0056619502270574,-1.1043427856652415,0.0006629792779400836,6.028411384342361e-06,0.00683739973262032,0.007200311942959002,-0.0008981015346479215,0.8503423072408325
4,bottleneck,0,386,386,0.4865029510923842,0.4712157562920816,0.9685773852635899,0.39747853036716624,0.40171008970238475,1.0106460072983305,0.39836316484717205,1.0022256157563747,0.0003052671330722719,0.000768009111813624,-0.0420686220347406,-0.00842039154195584,-1.009877998186517,0.004410150746222312,0.0072440671185487965,0.006367389896373058,0.007293555699481868,0.0003991991287960739,0.8084859741229505
3,bottleneck,0,377,377,0.5987516017156627,0.6065792496911862,1.0130732810619532,0.4568565634086951,0.4260254429333134,0.9325146600820512,0.42127008454695014,0.9221057948774395,3.471578688342338e-06,7.59883728590921e-06,0.08055862097990196,-0.010408865204611706,-0.9325070612447652,0.0005828530624816278,0.00621401604571754,0.005965130415561451,0.006078967727674625,-0.0003482760347590652,0.8380028351313057
5,bottleneck,0,383,383,0.5358739123857402,0.5319378899859564,0.9926549467910082,0.3941863323122399,0.3979129639719532,1.0094539849665853,0.39978537606292464,1.0142040534937922,3.3363122794824295e-05,8.463794926404742e-05,-0.016799038175577152,0.00475006852720683,-1.0093693470173213,0.00033469698290025456,0.003247059504870085,0.007695278503046127,0.008147573977371626,0.0005812519831556728,0.8089552362581286
6,bottleneck,0,374,374,0.5924482904944204,0.5590536933228563,0.9436328913301529,0.4260511984160648,0.4479909947831461,1.0514956804455593,0.4514210255593998,1.0595464283110871,0.003999657546149729,0.009387739222467393,-0.10786278911540637,0.00805074786552784,-1.0421079412230918,0.0010423386031820456,0.0009270957138747758,0.006835171568627452,0.007391655525846705,-0.00029805470838900616,0.8053272909263768
7,bottleneck,0,376,376,0.5796033533252822,0.5395223602827087,0.9308475480470876,0.42919278517985004,0.43118411269409257,1.0046397040747272,0.43145351634485124,1.0052674025357948,2.344082176882265e-07,5.461606666803578e-07,-0.07379215602763967,0.0006276984610675829,-1.0046391579140606,0.005595041988479356,0.006765105286576968,0.007320201684397162,0.0075847739361702094,-0.00021826876015812458,0.8316185218513598
8,bottleneck,0,383,383,0.542306342881701,0.5337862421659533,0.9842891368917543,0.42639915912182813,0.44415666048427394,1.041645254176902,0.44193915807406586,1.0364447223213162,0.00035013879521236644,0.0008211526400133611,-0.057356117285147556,-0.005200531855585666,-1.0408241015368886,0.003558099244803663,5.6643919986906256e-05,0.006951969103568319,0.006984062228024369,-7.794424952856094e-06,0.8573700083527741
1,bottleneck,50,374,374,0.6493212813650504,0.3963062754255276,0.6103392677849457,0.5692855009957322,0.23680293157656573,0.415965154851785,0.2173011489781862,0.38170856028847866,0.0011378086025738375,0.001998660778438423,0.19437411293316076,-0.03425659456330632,-0.41396649407334657,0.09323434192031226,0.002453750656022125,0.032252952317290556,0.03279077540106952,0.006214952024844039,0.5255494556794734
2,bottleneck,50,383,383,0.5979551235746053,0.42842114351366617,0.7164770843546642,0.5247334076890963,0.215174170890587,0.4100637918942591,0.21040458831511863,0.4009742570836714,4.408047777748572e-07,8.400547236284094e-07,0.30641329246040505,-0.009089534810587718,-0.4100629518395355,0.0046172604910477534,0.00635484833413337,0.029967090948651,0.031144473455178418,0.0004791152179431657,0.4188779734435145
